State,Year,Quarter,Transaction_Type,Amount,Trans_Count
Ladakh,2018,3,Financial Services,69317.12287872119,84
Ladakh,2018,3,Others,242477.8532947429,343
Ladakh,2018,4,Recharge & bill payments,5701932.895454288,16650
Ladakh,2018,4,Peer-to-peer payments,123611779.58930421,15939
Ladakh,2018,4,Merchant payments,5082666.820758243,1881
Ladakh,2018,4,Financial Services,94604.73391846984,142
Ladakh,2018,4,Others,1031858.4532022325,599
Ladakh,2019,1,Peer-to-peer payments,139715922.1887053,22076
Ladakh,2019,1,Recharge & bill payments,7186109.182288248,20014
Ladakh,2019,1,Merchant payments,4967122.4999400275,3238
Ladakh,2019,1,Financial Services,111851.02856430915,114
Ladakh,2019,1,Others,878916.0496292994,703
Ladakh,2019,2,Peer-to-peer payments,240305709.92824298,34202
Ladakh,2019,2,Recharge & bill payments,10116773.366134495,25357
Ladakh,2019,2,Merchant payments,7726519.367758205,8220
Ladakh,2019,2,Financial Services,113767.09768193656,86
Ladakh,2019,2,Others,992737.2376073576,907
Ladakh,2019,3,Peer-to-peer payments,303596367.67958534,43198
Ladakh,2019,3,Recharge & bill payments,18054746.121448334,41491
Ladakh,2019,3,Merchant payments,8096082.971229901,6963
Ladakh,2019,3,Financial Services,148633.29469977494,48
Ladakh,2019,3,Others,1233697.1268589406,696
Ladakh,2019,4,Peer-to-peer payments,298044908.5075786,42095
Ladakh,2019,4,Recharge & bill payments,16510212.100753112,35467
Ladakh,2019,4,Merchant payments,8717893.899929387,6522
Ladakh,2019,4,Financial Services,162760.63254625077,46
Ladakh,2019,4,Others,1253584.887304229,576
Ladakh,2020,1,Peer-to-peer payments,339551900.3873952,51560
Ladakh,2020,1,Recharge & bill payments,23010664.72023286,49801
Ladakh,2020,1,Merchant payments,13338124.271892821,14264
Ladakh,2020,1,Financial Services,583108.9455483773,204
Ladakh,2020,1,Others,1155879.120674257,590
Ladakh,2020,2,Recharge & bill payments,32087339.266190995,70601
Ladakh,2020,2,Peer-to-peer payments,470749365.09816045,68450
Ladakh,2020,2,Merchant payments,19679330.186414924,15132
Ladakh,2020,2,Financial Services,786069.1630768818,337
Ladakh,2020,2,Others,490894.93818109273,490
Ladakh,2020,3,Peer-to-peer payments,751333715.2896031,108345
Ladakh,2020,3,Recharge & bill payments,40380074.55014179,81623
Ladakh,2020,3,Merchant payments,40538778.75651745,36861
Ladakh,2020,3,Financial Services,2334917.7832646337,621
Ladakh,2020,3,Others,900013.678666259,772
Ladakh,2020,4,Peer-to-peer payments,985814864.3429123,151582
Ladakh,2020,4,Recharge & bill payments,44185250.8636451,94133
Ladakh,2020,4,Merchant payments,77511378.30739444,83868
Ladakh,2020,4,Financial Services,1965054.5898611392,729
Ladakh,2020,4,Others,2486922.4041473325,1822
Ladakh,2021,1,Peer-to-peer payments,869999786.1513934,141894
Ladakh,2021,1,Recharge & bill payments,35459532.4121063,72719
Ladakh,2021,1,Merchant payments,74977913.47237433,58875
Ladakh,2021,1,Financial Services,1455016.148284281,629
Ladakh,2021,1,Others,1527565.0627209258,1298
Ladakh,2021,2,Peer-to-peer payments,1259044412.4358737,209818
Ladakh,2021,2,Recharge & bill payments,44754721.82815341,95458
Ladakh,2021,2,Merchant payments,119608470.0411553,92078
Ladakh,2021,2,Financial Services,1756762.1471181023,755
Ladakh,2021,2,Others,2094729.0180191218,1607
Ladakh,2021,3,Peer-to-peer payments,1917311078.1287262,330919
Ladakh,2021,3,Merchant payments,233260756.5088715,135108
Ladakh,2021,3,Recharge & bill payments,58750081.8151172,121856
Ladakh,2021,3,Financial Services,1911625.5446910746,900
Ladakh,2021,3,Others,2751201.9371823343,2204
Ladakh,2021,4,Peer-to-peer payments,1804428550.1884875,337120
Ladakh,2021,4,Merchant payments,284786365.9296017,169110
Ladakh,2021,4,Recharge & bill payments,58403893.47253243,120607
Ladakh,2021,4,Financial Services,3068708.947120995,912
Ladakh,2021,4,Others,2847620.2425241945,2438
Ladakh,2022,1,Peer-to-peer payments,1685241980.664183,343041
Ladakh,2022,1,Merchant payments,279354508.988595,167100
Ladakh,2022,1,Recharge & bill payments,56203999.28920926,116486
Ladakh,2022,1,Financial Services,2023327.6779848374,1247
Ladakh,2022,1,Others,2217102.222236882,2141
Ladakh,2022,2,Peer-to-peer payments,2941624382.277109,608870
Ladakh,2022,2,Merchant payments,508439376.68091977,346146
Ladakh,2022,2,Recharge & bill payments,88531677.99442025,158996
Ladakh,2022,2,Financial Services,2487560.1853386,1585
Ladakh,2022,2,Others,2235180.8584825676,2476
Ladakh,2022,3,Peer-to-peer payments,2955729492.4985514,659896
Ladakh,2022,3,Merchant payments,551472983.879604,367022
Ladakh,2022,3,Recharge & bill payments,94288872.34747365,160269
Ladakh,2022,3,Financial Services,1815866.8961950848,1555
Ladakh,2022,3,Others,1892134.7520804727,2116
Ladakh,2022,4,Peer-to-peer payments,2350047971.603546,559259
Ladakh,2022,4,Merchant payments,462189599.28430265,382456
Ladakh,2022,4,Recharge & bill payments,79767790.98577228,138793
Ladakh,2022,4,Financial Services,1198715.2123450316,1248
Ladakh,2022,4,Others,1273495.592982805,1616
Ladakh,2023,1,Peer-to-peer payments,3112641857.0,796687
Ladakh,2023,1,Merchant payments,601420766.0,561734
Ladakh,2023,1,Recharge & bill payments,129440564.0,204592
Ladakh,2023,1,Financial Services,3389191.0,1610
Ladakh,2023,1,Others,2128920.0,2623
Ladakh,2023,2,Peer-to-peer payments,5891146705.0,1479909
Ladakh,2023,2,Merchant payments,1074373616.0,1121362
Ladakh,2023,2,Recharge & bill payments,218229701.0,337017
Ladakh,2023,2,Financial Services,4432032.0,1885
Ladakh,2023,2,Others,2921832.0,3642
Ladakh,2023,3,Peer-to-peer payments,6563524375.0,1781959
Ladakh,2023,3,Merchant payments,1424016428.0,1429581
Ladakh,2023,3,Recharge & bill payments,245485697.0,402319
Ladakh,2023,3,Financial Services,14887998.0,3579
Ladakh,2023,3,Others,2657745.0,3928
Ladakh,2023,4,Peer-to-peer payments,5438596932.0,1435341
Ladakh,2023,4,Merchant payments,1254754525.0,1375598
Ladakh,2023,4,Recharge & bill payments,236148603.0,332620
Ladakh,2023,4,Financial Services,11423623.0,3065
Ladakh,2023,4,Others,2063262.0,3594
Lakshadweep,2018,1,Peer-to-peer payments,1860278.2784597143,423
Lakshadweep,2018,1,Recharge & bill payments,61432.04938505074,342
Lakshadweep,2018,1,Merchant payments,590.7505138175776,5
Lakshadweep,2018,1,Others,6310.102519157715,8
Lakshadweep,2018,2,Peer-to-peer payments,5757123.079919379,1315
Lakshadweep,2018,2,Recharge & bill payments,353202.7988510042,750
Lakshadweep,2018,2,Merchant payments,64568.47789279556,42
Lakshadweep,2018,2,Financial Services,9134.413223158994,6
Lakshadweep,2018,2,Others,3780.7695141997474,19
Lakshadweep,2018,3,Peer-to-peer payments,3926048.74488305,841
Lakshadweep,2018,3,Recharge & bill payments,300978.32420203416,760
Lakshadweep,2018,3,Merchant payments,94046.43333034206,87
Lakshadweep,2018,3,Others,17958.809570422687,15
Lakshadweep,2018,4,Recharge & bill payments,351201.0879000404,792
Lakshadweep,2018,4,Peer-to-peer payments,3841230.430870924,689
Lakshadweep,2018,4,Merchant payments,262079.85573632165,144
Lakshadweep,2018,4,Financial Services,389.8932323919954,6
Lakshadweep,2018,4,Others,8312.430483153179,11
Lakshadweep,2019,1,Peer-to-peer payments,8221402.368536929,1183
Lakshadweep,2019,1,Recharge & bill payments,353870.52398354514,1173
Lakshadweep,2019,1,Merchant payments,183062.1455975621,113
Lakshadweep,2019,1,Others,27795.441220958,12
Lakshadweep,2019,2,Recharge & bill payments,436735.1684614296,1448
Lakshadweep,2019,2,Peer-to-peer payments,8602732.117788196,1318
Lakshadweep,2019,2,Merchant payments,190716.5411561734,137
Lakshadweep,2019,2,Others,12340.30958308919,23
Lakshadweep,2019,3,Recharge & bill payments,503049.2411913635,1528
Lakshadweep,2019,3,Peer-to-peer payments,8923273.862948446,1455
Lakshadweep,2019,3,Merchant payments,215159.68119447335,111
Lakshadweep,2019,3,Others,10278.678434187355,10
Lakshadweep,2019,4,Recharge & bill payments,618155.9004644766,1801
Lakshadweep,2019,4,Peer-to-peer payments,10383413.246670496,1753
Lakshadweep,2019,4,Merchant payments,211413.62244321496,188
Lakshadweep,2019,4,Financial Services,34.39721181625656,2
Lakshadweep,2019,4,Others,56896.23813384895,21
Lakshadweep,2020,1,Recharge & bill payments,789255.2646123999,2684
Lakshadweep,2020,1,Peer-to-peer payments,12463327.261836832,2068
Lakshadweep,2020,1,Merchant payments,216594.03077193064,387
Lakshadweep,2020,1,Others,33192.017283045374,12
Lakshadweep,2020,2,Recharge & bill payments,1061694.138574572,4497
Lakshadweep,2020,2,Peer-to-peer payments,14718605.188911092,2176
Lakshadweep,2020,2,Merchant payments,971609.4583537823,472
Lakshadweep,2020,2,Financial Services,158593.59701229632,60
Lakshadweep,2020,2,Others,32419.703092655054,15
Lakshadweep,2020,3,Recharge & bill payments,1186947.553816269,4696
Lakshadweep,2020,3,Peer-to-peer payments,19189391.618742835,2946
Lakshadweep,2020,3,Merchant payments,842981.169451366,903
Lakshadweep,2020,3,Financial Services,45457.50970027798,27
Lakshadweep,2020,3,Others,42055.45694608544,17
Lakshadweep,2020,4,Recharge & bill payments,1499298.1127799235,5187
Lakshadweep,2020,4,Peer-to-peer payments,27284123.245665,4741
Lakshadweep,2020,4,Merchant payments,1227101.6378793938,1668
Lakshadweep,2020,4,Financial Services,13968.7539965527,22
Lakshadweep,2020,4,Others,86826.16675951776,32
Lakshadweep,2021,1,Peer-to-peer payments,24823715.017422147,3942
Lakshadweep,2021,1,Recharge & bill payments,1070209.4218526704,3541
Lakshadweep,2021,1,Merchant payments,1040213.7953898906,1537
Lakshadweep,2021,1,Financial Services,15929.095105497145,19
Lakshadweep,2021,1,Others,92715.5843109472,46
Lakshadweep,2021,2,Recharge & bill payments,1745295.828077295,5499
Lakshadweep,2021,2,Peer-to-peer payments,23996417.49366483,4069
Lakshadweep,2021,2,Merchant payments,1525331.9146529401,1743
Lakshadweep,2021,2,Financial Services,15052.018496008179,29
Lakshadweep,2021,2,Others,101366.40306045809,44
Lakshadweep,2021,3,Peer-to-peer payments,34142107.520169854,5687
Lakshadweep,2021,3,Recharge & bill payments,1700287.4734963956,5153
Lakshadweep,2021,3,Merchant payments,2750367.063028222,2450
Lakshadweep,2021,3,Financial Services,137227.35390598275,48
Lakshadweep,2021,3,Others,73174.28816768769,32
Lakshadweep,2021,4,Peer-to-peer payments,44696668.86120765,7154
Lakshadweep,2021,4,Recharge & bill payments,2093901.2918026838,5355
Lakshadweep,2021,4,Merchant payments,4071239.087436496,2872
Lakshadweep,2021,4,Financial Services,19994.541946360278,27
Lakshadweep,2021,4,Others,116381.74598782149,62
Lakshadweep,2022,1,Peer-to-peer payments,48590864.56835763,7913
Lakshadweep,2022,1,Recharge & bill payments,2322580.1695599537,5334
Lakshadweep,2022,1,Merchant payments,3838358.3586293925,3048
Lakshadweep,2022,1,Financial Services,38274.22628876488,39
Lakshadweep,2022,1,Others,149355.3310943247,63
Lakshadweep,2022,2,Peer-to-peer payments,48451728.04746901,8491
Lakshadweep,2022,2,Recharge & bill payments,2386144.714677198,5366
Lakshadweep,2022,2,Merchant payments,4895657.060086848,3602
Lakshadweep,2022,2,Financial Services,87127.8249489804,59
Lakshadweep,2022,2,Others,108944.34272364664,51
Lakshadweep,2022,3,Peer-to-peer payments,40029003.82575238,7533
Lakshadweep,2022,3,Recharge & bill payments,1936538.3067545425,4441
Lakshadweep,2022,3,Merchant payments,5469200.646094429,3142
Lakshadweep,2022,3,Financial Services,63629.88416689246,64
Lakshadweep,2022,3,Others,81636.9547320153,61
Lakshadweep,2022,4,Peer-to-peer payments,47450386.0033243,8686
Lakshadweep,2022,4,Recharge & bill payments,2024739.1542023947,4557
Lakshadweep,2022,4,Merchant payments,5250991.002376802,3819
Lakshadweep,2022,4,Financial Services,26453.0247779254,35
Lakshadweep,2022,4,Others,61304.43025482374,50
Lakshadweep,2023,1,Peer-to-peer payments,73202195.0,14918
Lakshadweep,2023,1,Recharge & bill payments,3929048.0,8287
Lakshadweep,2023,1,Merchant payments,7988014.0,6123
Lakshadweep,2023,1,Financial Services,160430.0,153
Lakshadweep,2023,1,Others,42274.0,39
Lakshadweep,2023,2,Peer-to-peer payments,80630344.0,16924
Lakshadweep,2023,2,Merchant payments,12585603.0,9524
Lakshadweep,2023,2,Recharge & bill payments,4632264.0,8287
Lakshadweep,2023,2,Financial Services,52460.0,105
Lakshadweep,2023,2,Others,86767.0,78
Lakshadweep,2023,3,Peer-to-peer payments,77301147.0,20220
Lakshadweep,2023,3,Merchant payments,12027729.0,14902
Lakshadweep,2023,3,Recharge & bill payments,5093309.0,8577
Lakshadweep,2023,3,Financial Services,12540.0,16
Lakshadweep,2023,3,Others,92336.0,42
Lakshadweep,2023,4,Merchant payments,20455699.0,27931
Lakshadweep,2023,4,Peer-to-peer payments,93623472.0,25886
Lakshadweep,2023,4,Recharge & bill payments,5537222.0,9527
Lakshadweep,2023,4,Financial Services,102991.0,79
Lakshadweep,2023,4,Others,111999.0,56
Madhya Pradesh,2018,1,Recharge & bill payments,667057311.4560372,4404190
Madhya Pradesh,2018,1,Peer-to-peer payments,7590790588.551903,2848290
Madhya Pradesh,2018,1,Financial Services,43374288.98373023,230519
Madhya Pradesh,2018,1,Merchant payments,170119673.71275404,196394
Madhya Pradesh,2018,1,Others,210261540.7414958,346002
Madhya Pradesh,2018,2,Recharge & bill payments,1132090445.8903365,5324535
Madhya Pradesh,2018,2,Peer-to-peer payments,14155603482.492638,4269392
Madhya Pradesh,2018,2,Merchant payments,339308203.1707404,397135
Madhya Pradesh,2018,2,Financial Services,53860331.805742756,305553
Madhya Pradesh,2018,2,Others,243218603.31985626,264797
Madhya Pradesh,2018,3,Peer-to-peer payments,22057686208.544342,9988509
Madhya Pradesh,2018,3,Recharge & bill payments,1367773856.6756551,5733261
Madhya Pradesh,2018,3,Merchant payments,465390819.59013355,784995
Madhya Pradesh,2018,3,Financial Services,46120458.63885434,359440
Madhya Pradesh,2018,3,Others,212770861.22341695,260780
Madhya Pradesh,2018,4,Peer-to-peer payments,30897348664.90544,11456555
Madhya Pradesh,2018,4,Recharge & bill payments,1669345516.941368,7273502
Madhya Pradesh,2018,4,Merchant payments,1036249753.9278035,2056426
Madhya Pradesh,2018,4,Financial Services,43367243.154430926,313540
Madhya Pradesh,2018,4,Others,259296894.03827757,297532
Madhya Pradesh,2019,1,Peer-to-peer payments,44114206183.09186,23708825
Madhya Pradesh,2019,1,Recharge & bill payments,2423593841.716142,9966905
Madhya Pradesh,2019,1,Merchant payments,1263699222.3501081,3018928
Madhya Pradesh,2019,1,Financial Services,28901169.292499043,290838
Madhya Pradesh,2019,1,Others,239879105.5972368,315553
Madhya Pradesh,2019,2,Peer-to-peer payments,61758841793.87666,20868744
Madhya Pradesh,2019,2,Recharge & bill payments,3571897178.303101,12044969
Madhya Pradesh,2019,2,Merchant payments,2671155681.449155,7331352
Madhya Pradesh,2019,2,Financial Services,18869661.513485767,149197
Madhya Pradesh,2019,2,Others,313802065.4154737,451751
Madhya Pradesh,2019,3,Peer-to-peer payments,67648107703.0357,22631038
Madhya Pradesh,2019,3,Merchant payments,5147459307.101742,17163551
Madhya Pradesh,2019,3,Recharge & bill payments,4576521609.460834,13156616
Madhya Pradesh,2019,3,Financial Services,25654168.60092132,192821
Madhya Pradesh,2019,3,Others,278578703.0441117,466385
Madhya Pradesh,2019,4,Peer-to-peer payments,92064471161.9892,32083162
Madhya Pradesh,2019,4,Merchant payments,7304157801.612935,19447707
Madhya Pradesh,2019,4,Recharge & bill payments,5104821720.999016,16081734
Madhya Pradesh,2019,4,Financial Services,24020060.932133198,127116
Madhya Pradesh,2019,4,Others,190456045.32494444,392270
Madhya Pradesh,2020,1,Peer-to-peer payments,110325991607.38477,34540722
Madhya Pradesh,2020,1,Merchant payments,9898242848.25793,24618074
Madhya Pradesh,2020,1,Recharge & bill payments,6311610609.846225,19788516
Madhya Pradesh,2020,1,Financial Services,30645714.401902914,68055
Madhya Pradesh,2020,1,Others,170790656.30339786,351379
Madhya Pradesh,2020,2,Peer-to-peer payments,128184693854.7977,34860958
Madhya Pradesh,2020,2,Recharge & bill payments,8904067957.01212,27497528
Madhya Pradesh,2020,2,Merchant payments,10666223053.634727,13685723
Madhya Pradesh,2020,2,Financial Services,62073621.44351514,80988
Madhya Pradesh,2020,2,Others,104956802.17437972,215376
Madhya Pradesh,2020,3,Peer-to-peer payments,174978985034.2865,50871564
Madhya Pradesh,2020,3,Merchant payments,20621273981.65966,31879804
Madhya Pradesh,2020,3,Recharge & bill payments,9834190567.205517,25380467
Madhya Pradesh,2020,3,Financial Services,122971108.07060198,131725
Madhya Pradesh,2020,3,Others,144259293.31583393,316321
Madhya Pradesh,2020,4,Peer-to-peer payments,235584201864.22342,67972167
Madhya Pradesh,2020,4,Merchant payments,37315576877.14569,57707471
Madhya Pradesh,2020,4,Recharge & bill payments,10977774483.325565,27335834
Madhya Pradesh,2020,4,Financial Services,132590450.07074244,149532
Madhya Pradesh,2020,4,Others,264996097.6059612,487537
Madhya Pradesh,2021,1,Merchant payments,50098244499.50662,84812245
Madhya Pradesh,2021,1,Peer-to-peer payments,279938170703.8171,84070625
Madhya Pradesh,2021,1,Recharge & bill payments,13060914041.039404,32500681
Madhya Pradesh,2021,1,Financial Services,161838389.7954778,169378
Madhya Pradesh,2021,1,Others,274786748.1299523,445569
Madhya Pradesh,2021,2,Peer-to-peer payments,348935762191.10486,99367521
Madhya Pradesh,2021,2,Merchant payments,58839392449.9937,77113464
Madhya Pradesh,2021,2,Recharge & bill payments,17230546398.848663,46118636
Madhya Pradesh,2021,2,Financial Services,177313389.66602695,188726
Madhya Pradesh,2021,2,Others,317753606.01156956,526333
Madhya Pradesh,2021,3,Merchant payments,85885669792.43228,138433772
Madhya Pradesh,2021,3,Peer-to-peer payments,398912712886.4574,127654821
Madhya Pradesh,2021,3,Recharge & bill payments,19025346050.627724,44437315
Madhya Pradesh,2021,3,Financial Services,180366422.58245987,174454
Madhya Pradesh,2021,3,Others,408508699.4365407,742972
Madhya Pradesh,2021,4,Merchant payments,126461098235.02324,197193842
Madhya Pradesh,2021,4,Peer-to-peer payments,507118521843.3588,159649020
Madhya Pradesh,2021,4,Recharge & bill payments,22492766779.156635,46220966
Madhya Pradesh,2021,4,Financial Services,246488171.37792647,247925
Madhya Pradesh,2021,4,Others,568617375.5894115,996331
Madhya Pradesh,2022,1,Merchant payments,143310226696.7226,237691924
Madhya Pradesh,2022,1,Peer-to-peer payments,578201697703.7521,185008444
Madhya Pradesh,2022,1,Recharge & bill payments,25437774564.26215,48870314
Madhya Pradesh,2022,1,Financial Services,219927120.15944034,222923
Madhya Pradesh,2022,1,Others,495513514.75128734,909453
Madhya Pradesh,2022,2,Merchant payments,174183397721.35938,287616385
Madhya Pradesh,2022,2,Peer-to-peer payments,663180522499.3412,202093283
Madhya Pradesh,2022,2,Recharge & bill payments,29125694281.81933,54318983
Madhya Pradesh,2022,2,Financial Services,153944499.74490312,157672
Madhya Pradesh,2022,2,Others,381178326.32090586,713506
Madhya Pradesh,2022,3,Merchant payments,212445928287.3991,391105651
Madhya Pradesh,2022,3,Peer-to-peer payments,780650402034.3962,267013695
Madhya Pradesh,2022,3,Recharge & bill payments,39132574047.51802,72148870
Madhya Pradesh,2022,3,Financial Services,236981163.63162854,240678
Madhya Pradesh,2022,3,Others,442608716.71893203,750665
Madhya Pradesh,2022,4,Merchant payments,272801597092.4764,492999084
Madhya Pradesh,2022,4,Peer-to-peer payments,984255199293.6544,325467851
Madhya Pradesh,2022,4,Recharge & bill payments,45143248068.81734,79289399
Madhya Pradesh,2022,4,Financial Services,278304972.64702964,286931
Madhya Pradesh,2022,4,Others,521508120.7286146,785003
Madhya Pradesh,2023,1,Merchant payments,208281637594.0,404378350
Madhya Pradesh,2023,1,Peer-to-peer payments,809388762719.0,263524301
Madhya Pradesh,2023,1,Recharge & bill payments,43725957842.0,65818962
Madhya Pradesh,2023,1,Financial Services,236606773.0,226835
Madhya Pradesh,2023,1,Others,393634973.0,618522
Madhya Pradesh,2023,2,Merchant payments,236960764220.0,479498828
Madhya Pradesh,2023,2,Peer-to-peer payments,916102516476.0,294125925
Madhya Pradesh,2023,2,Recharge & bill payments,48712706741.0,73584106
Madhya Pradesh,2023,2,Financial Services,289207465.0,248905
Madhya Pradesh,2023,2,Others,375754606.0,579296
Madhya Pradesh,2023,3,Merchant payments,255858070965.0,567760229
Madhya Pradesh,2023,3,Peer-to-peer payments,929775417818.0,333209928
Madhya Pradesh,2023,3,Recharge & bill payments,51434802126.0,76997837
Madhya Pradesh,2023,3,Financial Services,408838885.0,318662
Madhya Pradesh,2023,3,Others,344868455.0,525937
Madhya Pradesh,2023,4,Merchant payments,304240605817.0,648920525
Madhya Pradesh,2023,4,Peer-to-peer payments,1063381622538.0,373769167
Madhya Pradesh,2023,4,Recharge & bill payments,58049633385.0,78674422
Madhya Pradesh,2023,4,Financial Services,494411136.0,394962
Madhya Pradesh,2023,4,Others,336607811.0,535537
Maharashtra,2018,1,Recharge & bill payments,2283567431.223535,9670237
Maharashtra,2018,1,Peer-to-peer payments,18283896464.750908,5227770
Maharashtra,2018,1,Merchant payments,576964070.7366859,616779
Maharashtra,2018,1,Financial Services,60997258.060299724,235051
Maharashtra,2018,1,Others,506188032.9539564,637197
Maharashtra,2018,2,Recharge & bill payments,3725800358.6814823,12384216
Maharashtra,2018,2,Peer-to-peer payments,30782831245.6586,7772336
Maharashtra,2018,2,Merchant payments,1226121649.4989598,1306326
Maharashtra,2018,2,Financial Services,85545909.43528841,262875
Maharashtra,2018,2,Others,536758077.84638786,559987
Maharashtra,2018,3,Recharge & bill payments,4547486090.186737,14371791
Maharashtra,2018,3,Peer-to-peer payments,45466534003.980484,13470065
Maharashtra,2018,3,Merchant payments,1702220875.4343855,2797204
Maharashtra,2018,3,Financial Services,52348968.006728604,234598
Maharashtra,2018,3,Others,492227795.6386977,664880
Maharashtra,2018,4,Peer-to-peer payments,68974011019.10294,20824667
Maharashtra,2018,4,Recharge & bill payments,5860865070.470685,18071025
Maharashtra,2018,4,Merchant payments,3985195742.2480145,6047705
Maharashtra,2018,4,Financial Services,77345546.53012432,325121
Maharashtra,2018,4,Others,621519669.4818641,821705
Maharashtra,2019,1,Peer-to-peer payments,97373087988.08871,37360716
Maharashtra,2019,1,Recharge & bill payments,8256500586.651282,24540041
Maharashtra,2019,1,Merchant payments,5172594695.5318,12069119
Maharashtra,2019,1,Financial Services,49487746.20873056,287569
Maharashtra,2019,1,Others,569019903.8604956,821624
Maharashtra,2019,2,Peer-to-peer payments,130558153687.9542,42546317
Maharashtra,2019,2,Recharge & bill payments,12197234771.434273,29395661
Maharashtra,2019,2,Merchant payments,9728561726.767143,27854042
Maharashtra,2019,2,Financial Services,45291636.10507481,182840
Maharashtra,2019,2,Others,765228265.7976472,1170993
Maharashtra,2019,3,Peer-to-peer payments,165731686168.5575,57991699
Maharashtra,2019,3,Merchant payments,17545729507.395977,54683738
Maharashtra,2019,3,Recharge & bill payments,15471698543.739597,34309301
Maharashtra,2019,3,Financial Services,54108447.39407451,231467
Maharashtra,2019,3,Others,814284077.8637518,1519376
Maharashtra,2019,4,Merchant payments,27209874138.487556,80127804
Maharashtra,2019,4,Peer-to-peer payments,227268054757.21698,78795871
Maharashtra,2019,4,Recharge & bill payments,17794666215.044445,40705998
Maharashtra,2019,4,Financial Services,49622863.824426055,129755
Maharashtra,2019,4,Others,672210824.9770112,1501192
Maharashtra,2020,1,Merchant payments,35200130304.82776,100337738
Maharashtra,2020,1,Peer-to-peer payments,262541205695.8384,87067410
Maharashtra,2020,1,Recharge & bill payments,21603565070.425602,50199498
Maharashtra,2020,1,Financial Services,91363684.1276232,123476
Maharashtra,2020,1,Others,558931962.876125,1215959
Maharashtra,2020,2,Peer-to-peer payments,239933338682.6934,74295930
Maharashtra,2020,2,Recharge & bill payments,23112343247.416145,60856480
Maharashtra,2020,2,Merchant payments,32859184582.219048,48965388
Maharashtra,2020,2,Financial Services,211733275.7829895,206461
Maharashtra,2020,2,Others,242917371.3033281,466502
Maharashtra,2020,3,Peer-to-peer payments,351555554813.2122,108436214
Maharashtra,2020,3,Merchant payments,60171102123.94888,100808237
Maharashtra,2020,3,Recharge & bill payments,27915727882.59293,58082283
Maharashtra,2020,3,Financial Services,333669599.61883616,325453
Maharashtra,2020,3,Others,331024593.0721529,658737
Maharashtra,2020,4,Merchant payments,103804638603.74611,189845640
Maharashtra,2020,4,Peer-to-peer payments,485747881733.823,151741840
Maharashtra,2020,4,Recharge & bill payments,31556917821.77767,64556682
Maharashtra,2020,4,Financial Services,418399992.5395771,398409
Maharashtra,2020,4,Others,627692680.4078207,1078433
Maharashtra,2021,1,Merchant payments,129493046208.15726,253043309
Maharashtra,2021,1,Peer-to-peer payments,599213284361.7993,187021609
Maharashtra,2021,1,Recharge & bill payments,40057211827.15962,76389103
Maharashtra,2021,1,Financial Services,492900202.68315214,439551
Maharashtra,2021,1,Others,630909553.4508264,966668
Maharashtra,2021,2,Merchant payments,150864465217.02304,247194293
Maharashtra,2021,2,Peer-to-peer payments,719859665693.5271,228551961
Maharashtra,2021,2,Recharge & bill payments,43154405548.44597,96271138
Maharashtra,2021,2,Financial Services,536780917.0359157,504252
Maharashtra,2021,2,Others,699738247.6695637,1094842
Maharashtra,2021,3,Merchant payments,216701984638.98932,390051884
Maharashtra,2021,3,Peer-to-peer payments,890860873379.5576,296951706
Maharashtra,2021,3,Recharge & bill payments,50242023586.056046,103943973
Maharashtra,2021,3,Financial Services,579098938.658318,448646
Maharashtra,2021,3,Others,873324624.1826177,1477851
Maharashtra,2021,4,Merchant payments,305512280091.4157,540351277
Maharashtra,2021,4,Peer-to-peer payments,1109862480618.2227,361865450
Maharashtra,2021,4,Recharge & bill payments,58087950922.43887,105990417
Maharashtra,2021,4,Financial Services,707102765.3058928,606265
Maharashtra,2021,4,Others,1188658731.1175365,1918093
Maharashtra,2022,1,Merchant payments,340240479374.36835,646277671
Maharashtra,2022,1,Peer-to-peer payments,1274889182430.209,411989717
Maharashtra,2022,1,Recharge & bill payments,64507860103.55089,108896881
Maharashtra,2022,1,Financial Services,677612619.2786882,583243
Maharashtra,2022,1,Others,1084139453.7274752,1758926
Maharashtra,2022,2,Merchant payments,428469294407.1603,810961772
Maharashtra,2022,2,Peer-to-peer payments,1501201968773.8115,470258043
Maharashtra,2022,2,Recharge & bill payments,75110969246.16316,124280427
Maharashtra,2022,2,Financial Services,559321829.4503716,490152
Maharashtra,2022,2,Others,930827919.303539,1542719
Maharashtra,2022,3,Merchant payments,432250721734.13074,876618082
Maharashtra,2022,3,Peer-to-peer payments,1434565548650.9136,483481713
Maharashtra,2022,3,Recharge & bill payments,79360150487.36568,124545840
Maharashtra,2022,3,Financial Services,571583115.6687979,521362
Maharashtra,2022,3,Others,831183386.4681726,1222420
Maharashtra,2022,4,Merchant payments,502660888415.46185,1025666187
Maharashtra,2022,4,Peer-to-peer payments,1622619308526.9614,535142126
Maharashtra,2022,4,Recharge & bill payments,83576414221.03232,126118544
Maharashtra,2022,4,Financial Services,699276779.1906543,620124
Maharashtra,2022,4,Others,914951674.4842072,1228291
Maharashtra,2023,1,Merchant payments,502987953087.0,1134579287
Maharashtra,2023,1,Peer-to-peer payments,1752752577223.0,572326605
Maharashtra,2023,1,Recharge & bill payments,104828264973.0,139414546
Maharashtra,2023,1,Financial Services,763120514.0,667987
Maharashtra,2023,1,Others,953990262.0,1280074
Maharashtra,2023,2,Merchant payments,567713506184.0,1289778683
